,default,Age_woe,Housing_woe,Job_woe,Purpose_woe,Credit amount_woe,Checking account_woe,Duration_woe,Sex_woe,Saving accounts_woe
0,1,-0.2327921091531446,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,-0.0605123593916731,0.023560113157718512,-0.06499147723619406,0.019719145080430253,-0.09589312464884198
1,0,0.41655244874840763,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,-0.6007464840447101,-0.032831893294592115,0.033560196492301686,-0.044482510514567475,-0.09589312464884198
2,1,0.3527906266790087,0.014116070663842755,0.02065679165639389,0.12944196819558443,-0.0605123593916731,0.023560113157718512,0.09768472466184064,0.019719145080430253,-0.09589312464884198
3,0,0.02644272872343788,-0.16896406761917207,-0.004525137531573046,0.05190933516049829,0.34186155614681835,0.023560113157718512,-0.13551613355163225,0.019719145080430253,-0.09589312464884198
4,0,0.3527906266790087,-0.16896406761917207,-0.004525137531573046,-0.0667139743757384,-0.6007464840447101,0.023560113157718512,0.1505318730778061,0.019719145080430253,-0.09589312464884198
5,0,0.022196437841986806,-0.16896406761917207,0.02065679165639389,0.12944196819558443,-0.12466380872259222,0.023560113157718512,-0.13551613355163225,0.019719145080430253,-0.09589312464884198
6,0,0.3527906266790087,0.014116070663842755,-0.004525137531573046,0.05190933516049829,0.2390041707071107,0.023560113157718512,0.1505318730778061,0.019719145080430253,0.11539021473993419
7,1,0.022196437841986806,0.04152836614147872,-0.01190217758445557,-0.0667139743757384,0.34186155614681835,-0.032831893294592115,-0.13551613355163225,0.019719145080430253,-0.09589312464884198
8,0,-0.2327921091531446,0.014116070663842755,0.02065679165639389,-0.017997613172548183,0.2390041707071107,0.023560113157718512,0.09768472466184064,0.019719145080430253,0.40870157427266895
9,0,-0.11021269018441784,0.014116070663842755,-0.01190217758445557,-0.0667139743757384,-0.6007464840447101,-0.032831893294592115,-0.13551613355163225,0.019719145080430253,-0.09589312464884198
10,1,-0.11021269018441784,0.04152836614147872,-0.004525137531573046,-0.0667139743757384,-0.0605123593916731,-0.032831893294592115,0.09768472466184064,-0.044482510514567475,-0.09589312464884198
11,0,-0.11021269018441784,0.04152836614147872,-0.004525137531573046,0.12944196819558443,-0.152156949302791,0.023560113157718512,0.033560196492301686,-0.044482510514567475,-0.09589312464884198
12,1,0.41655244874840763,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,-0.0605123593916731,-0.032831893294592115,0.09768472466184064,-0.044482510514567475,-0.09589312464884198
13,1,-0.2327921091531446,0.014116070663842755,0.02065679165639389,-0.0667139743757384,-0.0605123593916731,0.023560113157718512,0.1505318730778061,0.019719145080430253,-0.09589312464884198
14,0,-0.11021269018441784,0.04152836614147872,-0.004525137531573046,-0.0667139743757384,-0.0605123593916731,0.023560113157718512,-0.33553726744498774,-0.044482510514567475,-0.09589312464884198
15,1,0.022196437841986806,0.014116070663842755,0.02065679165639389,-0.017997613172548183,-0.0605123593916731,0.023560113157718512,0.1505318730778061,-0.044482510514567475,0.40870157427266895
16,1,0.3527906266790087,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,0.2390041707071107,0.023560113157718512,0.1505318730778061,0.019719145080430253,-0.09589312464884198
17,0,-0.11021269018441784,0.014116070663842755,-0.004525137531573046,0.12944196819558443,0.34186155614681835,0.023560113157718512,-0.13551613355163225,0.019719145080430253,-0.09589312464884198
18,0,0.02644272872343788,-0.16896406761917207,-0.01190217758445557,-0.0667139743757384,-0.12466380872259222,-0.032831893294592115,0.1505318730778061,-0.044482510514567475,-0.09589312464884198
19,0,0.35633358875535276,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,0.2390041707071107,0.023560113157718512,0.1505318730778061,0.019719145080430253,0.11539021473993419
20,0,0.3527906266790087,0.014116070663842755,-0.004525137531573046,-0.0667139743757384,-0.0605123593916731,0.023560113157718512,-0.06499147723619406,0.019719145080430253,-0.09589312464884198
21,1,0.02644272872343788,0.04152836614147872,-0.004525137531573046,-0.017997613172548183,0.2390041707071107,0.023560113157718512,-0.06499147723619406,0.019719145080430253,0.11539021473993419
22,0,0.3527906266790087,0.04152836614147872,0.02065679165639389,-0.0667139743757384,-0.0605123593916731,0.023560113157718512,0.09768472466184064,0.019719145080430253,-0.09589312464884198
23,0,0.02644272872343788,0.014116070663842755,-0.004525137531573046,-0.0667139743757384,-0.0605123593916731,-0.032831893294592115,0.09768472466184064,0.019719145080430253,0.40870157427266895
24,1,-0.11021269018441784,0.014116070663842755,-0.004525137531573046,0.05190933516049829,-0.0605123593916731,0.023560113157718512,0.09768472466184064,0.019719145080430253,-0.09589312464884198
25,0,0.022196437841986806,0.014116070663842755,0.02065679165639389,0.05190933516049829,-0.0605123593916731,0.023560113157718512,-0.06499147723619406,0.019719145080430253,-0.09589312464884198
26,1,0.022196437841986806,0.014116070663842755,0.02065679165639389,-0.017997613172548183,0.20791358363707954,0.023560113157718512,-0.06499147723619406,0.019719145080430253,-0.09589312464884198
27,0,-0.44481168242395036,0.04152836614147872,-0.004525137531573046,-0.017997613172548183,0.20791358363707954,-0.11456999555337338,0.09768472466184064,-0.044482510514567475,0.40870157427266895
28,0,0.022196437841986806,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,0.2390041707071107,-0.032831893294592115,-0.06499147723619406,0.019719145080430253,-0.09589312464884198
29,0,-0.2327921091531446,0.014116070663842755,-0.004525137531573046,0.12944196819558443,0.34186155614681835,0.023560113157718512,0.033560196492301686,0.019719145080430253,-0.09589312464884198
30,0,0.022196437841986806,0.014116070663842755,-0.004525137531573046,0.12944196819558443,-0.0605123593916731,-0.032831893294592115,-0.040073054551151864,0.019719145080430253,0.40870157427266895
31,1,-0.11021269018441784,0.014116070663842755,-0.004525137531573046,0.05190933516049829,-0.152156949302791,0.023560113157718512,0.1505318730778061,0.019719145080430253,-0.09589312464884198
32,0,0.35633358875535276,0.014116070663842755,-0.004525137531573046,-0.0667139743757384,-0.6007464840447101,-0.032831893294592115,-0.040073054551151864,0.019719145080430253,0.40870157427266895
33,0,-0.2327921091531446,0.04152836614147872,0.02065679165639389,0.12944196819558443,-0.0605123593916731,0.023560113157718512,0.09768472466184064,0.019719145080430253,-0.09589312464884198
34,1,0.022196437841986806,0.014116070663842755,-0.01190217758445557,0.05190933516049829,-0.0605123593916731,-0.11456999555337338,0.09768472466184064,-0.044482510514567475,-0.09589312464884198
35,0,-0.11021269018441784,0.014116070663842755,0.02065679165639389,-0.017997613172548183,-0.152156949302791,-0.032831893294592115,0.033560196492301686,0.019719145080430253,-0.09589312464884198
36,0,0.35633358875535276,-0.16896406761917207,-0.004525137531573046,0.12944196819558443,-0.6007464840447101,0.023560113157718512,0.033560196492301686,0.019719145080430253,-0.09589312464884198
37,0,0.022196437841986806,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,-0.0605123593916731,-0.11456999555337338,-0.040073054551151864,0.019719145080430253,-0.09589312464884198
38,0,0.022196437841986806,0.014116070663842755,-0.004525137531573046,-0.0667139743757384,-0.0605123593916731,-0.11456999555337338,0.09768472466184064,0.019719145080430253,-0.09589312464884198
39,1,-0.11021269018441784,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,0.20791358363707954,-0.032831893294592115,-0.06499147723619406,0.019719145080430253,-0.09589312464884198
40,0,0.35633358875535276,0.014116070663842755,-0.01190217758445557,-0.017997613172548183,-0.0605123593916731,0.023560113157718512,-0.13551613355163225,0.019719145080430253,0.11539021473993419
41,0,-0.11021269018441784,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,-0.0605123593916731,-0.032831893294592115,0.09768472466184064,0.019719145080430253,0.11539021473993419
42,1,0.02644272872343788,0.014116070663842755,0.02065679165639389,-0.0667139743757384,-0.6007464840447101,-0.032831893294592115,-0.040073054551151864,0.019719145080430253,-0.09589312464884198
43,0,-0.11021269018441784,0.04152836614147872,-0.004525137531573046,-0.0667139743757384,-0.6007464840447101,0.023560113157718512,-0.13551613355163225,0.019719145080430253,0.40870157427266895
44,1,-0.2327921091531446,-0.16896406761917207,0.02065679165639389,-0.0667139743757384,-0.6007464840447101,0.023560113157718512,0.033560196492301686,-0.044482510514567475,-0.09589312464884198
45,0,0.022196437841986806,0.014116070663842755,-0.01190217758445557,-0.0667139743757384,-0.0605123593916731,0.023560113157718512,0.09768472466184064,-0.044482510514567475,-0.09589312464884198
46,0,0.022196437841986806,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,-0.0605123593916731,0.023560113157718512,-0.13551613355163225,0.019719145080430253,0.11539021473993419
47,0,-0.11021269018441784,0.04152836614147872,0.02065679165639389,-0.0667139743757384,-0.0605123593916731,0.023560113157718512,-0.06499147723619406,-0.044482510514567475,0.11539021473993419
48,1,0.022196437841986806,0.014116070663842755,0.02065679165639389,-0.0667139743757384,0.34186155614681835,0.023560113157718512,0.09768472466184064,0.019719145080430253,-0.09589312464884198
49,1,-0.11021269018441784,0.014116070663842755,-0.004525137531573046,-0.017997613172548183,-0.0605123593916731,0.023560113157718512,0.09768472466184064,-0.044482510514567475,0.40870157427266895
